ID,Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,height_cm,weight_kg
483,Dialga,680,100,120,120,150,100,90,4,540,683
484,Palkia,680,90,120,100,150,120,100,4,420,336
485,Heatran,600,91,90,106,130,106,77,4,170,430
486,Regigigas,670,110,160,110,80,110,100,4,370,420
487,Giratina,680,150,100,120,100,120,90,4,450,750
488,Cresselia,580,120,70,110,75,120,85,4,150,85.6
489,Phione,480,80,80,80,80,80,80,4,40,3.1
490,Manaphy,600,100,100,100,100,100,100,4,30,1.4
491,Darkrai,600,70,90,90,135,90,125,4,150,50.5
492,Shaymin,600,100,100,100,100,100,100,4,20,2.1
493,Arceus,720,120,120,120,120,120,120,4,320,320
494,Victini,600,100,100,100,100,100,100,5,40,4
495,Snivy,308,45,45,55,45,55,63,5,60,8.1
496,Servine,413,60,60,75,60,75,83,5,80,16
497,Serperior,528,75,75,95,75,95,113,5,330,63
498,Tepig,308,65,63,45,45,45,45,5,50,9.9
499,Pignite,418,90,93,55,70,55,55,5,100,55.5
500,Emboar,528,110,123,65,100,65,65,5,160,150
501,Oshawott,308,55,55,45,63,45,45,5,50,5.9
502,Dewott,413,75,75,60,83,60,60,5,80,24.5
503,Samurott,528,95,100,85,108,70,70,5,150,94.6
504,Patrat,255,45,55,39,35,39,42,5,50,11.6
505,Watchog,420,60,85,69,60,69,77,5,110,27
506,Lillipup,275,45,60,45,25,45,55,5,40,4.1
507,Herdier,370,65,80,65,35,65,60,5,90,14.7
508,Stoutland,500,85,110,90,45,90,80,5,120,61
509,Purrloin,281,41,50,37,50,37,66,5,40,10.1
510,Liepard,446,64,88,50,88,50,106,5,110,37.5
511,Pansage,316,50,53,48,53,48,64,5,60,10.5
512,Simisage,498,75,98,63,98,63,101,5,110,30.5
513,Pansear,316,50,53,48,53,48,64,5,60,11
514,Simisear,498,75,98,63,98,63,101,5,100,28
515,Panpour,316,50,53,48,53,48,64,5,60,13.5
516,Simipour,498,75,98,63,98,63,101,5,100,29
517,Munna,292,76,25,45,67,55,24,5,60,23.3
518,Musharna,487,116,55,85,107,95,29,5,110,60.5
519,Pidove,264,50,55,50,36,30,43,5,30,2.1
520,Tranquill,358,62,77,62,50,42,65,5,60,15
521,Unfezant,488,80,115,80,65,55,93,5,120,29
522,Blitzle,295,45,60,32,50,32,76,5,80,29.8
523,Zebstrika,497,75,100,63,80,63,116,5,160,79.5
524,Roggenrola,280,55,75,85,25,25,15,5,40,18
525,Boldore,390,70,105,105,50,40,20,5,90,102
526,Gigalith,515,85,135,130,60,80,25,5,170,260
527,Woobat,323,65,45,43,55,43,72,5,40,2.1
528,Swoobat,425,67,57,55,77,55,114,5,90,10.5
529,Drilbur,328,60,85,40,30,45,68,5,30,8.5
530,Excadrill,508,110,135,60,50,65,88,5,70,40.4
531,Audino,445,103,60,86,60,86,50,5,110,31
532,Timburr,305,75,80,55,25,35,35,5,60,12.5
533,Gurdurr,405,85,105,85,40,50,40,5,120,40
534,Conkeldurr,505,105,140,95,55,65,45,5,140,87
535,Tympole,294,50,50,40,50,40,64,5,50,4.5
536,Palpitoad,384,75,65,55,65,55,69,5,80,17
537,Seismitoad,509,105,95,75,85,75,74,5,150,62
538,Throh,465,120,100,85,30,85,45,5,130,55.5
539,Sawk,465,75,125,75,30,75,85,5,140,51
540,Sewaddle,310,45,53,70,40,60,42,5,30,2.5
541,Swadloon,380,55,63,90,50,80,42,5,50,7.3
542,Leavanny,500,75,103,80,70,80,92,5,120,20.5
543,Venipede,260,30,45,59,30,39,57,5,40,5.3
544,Whirlipede,360,40,55,99,40,79,47,5,120,58.5
545,Scolipede,485,60,100,89,55,69,112,5,250,200.5
546,Cottonee,280,40,27,60,37,50,66,5,30,0.6
547,Whimsicott,480,60,67,85,77,75,116,5,70,6.6
548,Petilil,280,45,35,50,70,50,30,5,50,6.6
549,Lilligant,480,70,60,75,110,75,90,5,110,16.3
550,Basculin,460,70,92,65,80,55,98,5,100,18
551,Sandile,292,50,72,35,35,35,65,5,70,15.2
552,Krokorok,351,60,82,45,45,45,74,5,100,33.4
553,Krookodile,519,95,117,80,65,70,92,5,150,96.3
554,Darumaka,315,70,90,45,15,45,50,5,60,37.5
555,Darmanitan,480,105,140,55,30,55,95,5,130,92.9
556,Maractus,461,75,86,67,106,67,60,5,100,28
557,Dwebble,325,50,65,85,35,35,55,5,30,14.5
558,Crustle,485,70,105,125,65,75,45,5,140,200
559,Scraggy,348,50,75,70,35,70,48,5,60,11.8
560,Scrafty,488,65,90,115,45,115,58,5,110,30
561,Sigilyph,490,72,58,80,103,80,97,5,140,14
562,Yamask,303,38,30,85,55,65,30,5,50,1.5
563,Cofagrigus,483,58,50,145,95,105,30,5,170,76.5
564,Tirtouga,355,54,78,103,53,45,22,5,70,16.5
565,Carracosta,495,74,108,133,83,65,32,5,120,81
566,Archen,401,55,112,45,74,45,70,5,50,9.5
567,Archeops,567,75,140,65,112,65,110,5,140,32
568,Trubbish,329,50,50,62,40,62,65,5,60,31
569,Garbodor,474,80,95,82,60,82,75,5,190,107.3
570,Zorua,330,40,65,40,80,40,65,5,70,12.5
571,Zoroark,510,60,105,60,120,60,105,5,160,81.1
572,Minccino,300,55,50,40,40,40,75,5,40,5.8
573,Cinccino,470,75,95,60,65,60,115,5,50,7.5
574,Gothita,290,45,30,50,55,65,45,5,40,5.8
575,Gothorita,390,60,45,70,75,85,55,5,70,18
576,Gothitelle,490,70,55,95,95,110,65,5,150,44
577,Solosis,290,45,30,40,105,50,20,5,30,1
578,Duosion,370,65,40,50,125,60,30,5,60,8
579,Reuniclus,490,110,65,75,125,85,30,5,100,20.1
580,Ducklett,305,62,44,50,44,50,55,5,50,5.5
581,Swanna,473,75,87,63,87,63,98,5,130,24.2
582,Vanillite,305,36,50,50,65,60,44,5,40,5.7
583,Vanillish,395,51,65,65,80,75,59,5,110,41
584,Vanilluxe,535,71,95,85,110,95,79,5,130,57.5
585,Deerling,335,60,60,50,40,50,75,5,60,19.5
586,Sawsbuck,475,80,100,70,60,70,95,5,190,92.5
587,Emolga,428,55,75,60,75,60,103,5,40,5
588,Karrablast,315,50,75,45,40,45,60,5,50,5.9
589,Escavalier,495,70,135,105,60,105,20,5,100,33
590,Foongus,294,69,55,45,55,55,15,5,20,1
591,Amoonguss,464,114,85,70,85,80,30,5,60,10.5
592,Frillish,335,55,40,50,65,85,40,5,120,33
593,Jellicent,480,100,60,70,85,105,60,5,220,135
594,Alomomola,470,165,75,80,40,45,65,5,120,31.6
595,Joltik,319,50,47,50,57,50,65,5,10,0.6
596,Galvantula,472,70,77,60,97,60,108,5,80,14.3
597,Ferroseed,305,44,50,91,24,86,10,5,60,18.8
598,Ferrothorn,489,74,94,131,54,116,20,5,100,110
599,Klink,300,40,55,70,45,60,30,5,30,21
600,Klang,440,60,80,95,70,85,50,5,60,51
601,Klinklang,520,60,100,115,70,85,90,5,60,81
602,Tynamo,275,35,55,40,45,40,60,5,20,0.3
603,Eelektrik,405,65,85,70,75,70,40,5,120,22
604,Eelektross,515,85,115,80,105,80,50,5,210,80.5
605,Elgyem,335,55,55,55,85,55,30,5,50,9
606,Beheeyem,485,75,75,75,125,95,40,5,100,34.5
607,Litwick,275,50,30,55,65,55,20,5,30,3.1
608,Lampent,370,60,40,60,95,60,55,5,60,13
609,Chandelure,520,60,55,90,145,90,80,5,100,34.3
610,Axew,320,46,87,60,30,40,57,5,60,18
611,Fraxure,410,66,117,70,40,50,67,5,100,36
612,Haxorus,540,76,147,90,60,70,97,5,180,105.5
613,Cubchoo,305,55,70,40,60,40,40,5,50,8.5
614,Beartic,505,95,130,80,70,80,50,5,260,260
615,Cryogonal,515,80,50,50,95,135,105,5,110,148
616,Shelmet,305,50,40,85,40,65,25,5,40,7.7
617,Accelgor,495,80,70,40,100,60,145,5,80,25.3
618,Stunfisk,471,109,66,84,81,99,32,5,70,11
619,Mienfoo,350,45,85,50,55,50,65,5,90,20
620,Mienshao,510,65,125,60,95,60,105,5,140,35.5
621,Druddigon,485,77,120,90,60,90,48,5,160,139
622,Golett,303,59,74,50,35,50,35,5,100,92
623,Golurk,483,89,124,80,55,80,55,5,280,330
624,Pawniard,340,45,85,70,40,40,60,5,50,10.2
625,Bisharp,490,65,125,100,60,70,70,5,160,70
626,Bouffalant,490,95,110,95,40,95,55,5,160,94.6
627,Rufflet,350,70,83,50,37,50,60,5,50,10.5
628,Braviary,510,100,123,75,57,75,80,5,150,41
629,Vullaby,370,70,55,75,45,65,60,5,50,9
630,Mandibuzz,510,110,65,105,55,95,80,5,120,39.5
631,Heatmor,484,85,97,66,105,66,65,5,140,58
632,Durant,484,58,109,112,48,48,109,5,30,33
633,Deino,300,52,65,50,45,50,38,5,80,17.3
634,Zweilous,420,72,85,70,65,70,58,5,140,50
635,Hydreigon,600,92,105,90,125,90,98,5,180,160
636,Larvesta,360,55,85,55,50,55,60,5,110,28.8
637,Volcarona,550,85,60,65,135,105,100,5,160,46
638,Cobalion,580,91,90,129,90,72,108,5,210,250
639,Terrakion,580,91,129,90,72,90,108,5,190,260
640,Virizion,580,91,90,72,90,129,108,5,200,200
641,Tornadus,580,79,115,70,125,80,111,5,150,63
642,Thundurus,580,79,115,70,125,80,111,5,150,61
643,Reshiram,680,100,120,100,150,120,90,5,320,330
644,Zekrom,680,100,150,120,120,100,90,5,290,345
645,Landorus,600,89,125,90,115,80,101,5,150,68
646,Kyurem,660,125,130,90,130,90,95,5,300,325
647,Keldeo,580,91,72,90,129,90,108,5,140,48.5
648,Meloetta,600,100,77,77,128,128,90,5,60,6.5
649,Genesect,600,71,120,95,120,95,99,5,150,82.5
650,Chespin,313,56,61,65,48,45,38,6,40,9
651,Quilladin,405,61,78,95,56,58,57,6,70,29
652,Chesnaught,530,88,107,122,74,75,64,6,160,90
653,Fennekin,307,40,45,40,62,60,60,6,40,9.4
654,Braixen,409,59,59,58,90,70,73,6,100,14.5
655,Delphox,534,75,69,72,114,100,104,6,150,39
656,Froakie,314,41,56,40,62,44,71,6,30,7
657,Frogadier,405,54,63,52,83,56,97,6,60,10.9
658,Greninja,530,72,95,67,103,71,122,6,150,40
659,Bunnelby,237,38,36,38,32,36,57,6,40,5
660,Diggersby,423,85,56,77,50,77,78,6,100,42.4
661,Fletchling,278,45,50,43,40,38,62,6,30,1.7
662,Fletchinder,382,62,73,55,56,52,84,6,70,16
663,Talonflame,499,78,81,71,74,69,126,6,120,24.5
664,Scatterbug,200,38,35,40,27,25,35,6,30,2.5
665,Spewpa,213,45,22,60,27,30,29,6,30,8.4
666,Vivillon,411,80,52,50,90,50,89,6,120,17
667,Litleo,369,62,50,58,73,54,72,6,60,13.5
668,Pyroar,507,86,68,72,109,66,106,6,150,81.5
669,Flabébé,303,44,38,39,61,79,42,6,10,0.1
670,Floette,371,54,45,47,75,98,52,6,20,0.9
671,Florges,552,78,65,68,112,154,75,6,110,10
672,Skiddo,350,66,65,48,62,57,52,6,90,31
673,Gogoat,531,123,100,62,97,81,68,6,170,91
674,Pancham,348,67,82,62,46,48,43,6,60,8
675,Pangoro,495,95,124,78,69,71,58,6,210,136
676,Furfrou,472,75,80,60,65,90,102,6,120,28
677,Espurr,355,62,48,54,63,60,68,6,30,3.5
678,Meowstic,466,74,48,76,83,81,104,6,60,8.5
679,Honedge,325,45,80,100,35,37,28,6,80,2
680,Doublade,448,59,110,150,45,49,35,6,80,4.5
681,Aegislash,500,60,50,140,50,140,60,6,170,53
682,Spritzee,341,78,52,60,63,65,23,6,20,0.5
683,Aromatisse,462,101,72,72,99,89,29,6,80,15.5
684,Swirlix,341,62,48,66,59,57,49,6,40,3.5
685,Slurpuff,480,82,80,86,85,75,72,6,80,5
686,Inkay,288,53,54,53,37,46,45,6,40,3.5
687,Malamar,482,86,92,88,68,75,73,6,150,47
688,Binacle,306,42,52,67,39,56,50,6,50,31
689,Barbaracle,500,72,105,115,54,86,68,6,130,96
690,Skrelp,320,50,60,60,60,60,30,6,50,7.3
691,Dragalge,494,65,75,90,97,123,44,6,180,81.5
692,Clauncher,330,50,53,62,58,63,44,6,50,8.3
693,Clawitzer,500,71,73,88,120,89,59,6,130,35.3
694,Helioptile,289,44,38,33,61,43,70,6,50,6
695,Heliolisk,481,62,55,52,109,94,109,6,100,21
696,Tyrunt,362,58,89,77,45,45,48,6,80,26
697,Tyrantrum,521,82,121,119,69,59,71,6,250,270
698,Amaura,362,77,59,50,67,63,46,6,130,25.2
699,Aurorus,521,123,77,72,99,92,58,6,270,225
700,Sylveon,525,95,65,65,110,130,60,6,100,23.5
701,Hawlucha,500,78,92,75,74,63,118,6,80,21.5
702,Dedenne,431,67,58,57,81,67,101,6,20,2.2
703,Carbink,500,50,50,150,50,150,50,6,30,5.7
704,Goomy,300,45,50,35,55,75,40,6,30,2.8
705,Sliggoo,452,68,75,53,83,113,60,6,80,17.5
706,Goodra,600,90,100,70,110,150,80,6,200,150.5
707,Klefki,470,57,80,91,80,87,75,6,20,3
708,Phantump,309,43,70,48,50,60,38,6,40,7
709,Trevenant,474,85,110,76,65,82,56,6,150,71
710,Pumpkaboo,335,49,66,70,44,55,51,6,40,5
711,Gourgeist,494,65,90,122,58,75,84,6,90,12.5
712,Bergmite,304,55,69,85,32,35,28,6,100,99.5
713,Avalugg,514,95,117,184,44,46,28,6,200,505
714,Noibat,245,40,30,35,45,40,55,6,50,8
715,Noivern,535,85,70,80,97,80,123,6,150,85
716,Xerneas,680,126,131,95,131,98,99,6,300,215
717,Yveltal,680,126,131,95,131,98,99,6,580,203
719,Diancie,600,50,100,150,100,150,50,6,500,305
720,Hoopa,600,80,110,60,150,130,70,6,70,8.8
721,Volcanion,600,80,110,120,130,90,70,6,50,9
718,Zygarde,708,216,100,121,91,95,85,7,170,195
722,Rowlet,320,68,55,55,50,50,42,7,30,1.5
723,Dartrix,420,78,75,75,70,70,52,7,70,16
724,Decidueye,530,78,107,75,100,100,70,7,160,36.6
725,Litten,320,45,65,40,60,40,70,7,40,4.3
726,Torracat,420,65,85,50,80,50,90,7,70,25
727,Incineroar,530,95,115,90,80,90,60,7,180,83
728,Popplio,320,50,54,54,66,56,40,7,40,7.5
729,Brionne,420,60,69,69,91,81,50,7,60,17.5
730,Primarina,530,80,74,74,126,116,60,7,180,44
731,Pikipek,265,35,75,30,30,30,65,7,30,1.2
732,Trumbeak,355,55,85,50,40,50,75,7,60,14.8
733,Toucannon,485,80,120,75,75,75,60,7,110,26
734,Yungoos,253,48,70,30,30,30,45,7,40,6
735,Gumshoos,418,88,110,60,55,60,45,7,70,14.2
736,Grubbin,300,47,62,45,55,45,46,7,40,4.4
737,Charjabug,400,57,82,95,55,75,36,7,50,10.5
738,Vikavolt,500,77,70,90,145,75,43,7,150,45
739,Crabrawler,338,47,82,57,42,47,63,7,60,7
740,Crabominable,478,97,132,77,62,67,43,7,170,180
741,Oricorio,476,75,70,70,98,70,93,7,60,3.4
742,Cutiefly,304,40,45,40,55,40,84,7,10,0.2
743,Ribombee,464,60,55,60,95,70,124,7,20,0.5
744,Rockruff,280,45,65,40,30,40,60,7,50,9.2
745,Lycanroc,487,75,115,65,55,65,112,7,80,25
746,Wishiwashi,175,45,20,20,25,25,40,7,20,0.3
747,Mareanie,305,50,53,62,43,52,45,7,40,8
748,Toxapex,495,50,63,152,53,142,35,7,70,14.5
749,Mudbray,385,70,100,70,45,55,45,7,100,110
750,Mudsdale,500,100,125,100,55,85,35,7,250,920
751,Dewpider,269,38,40,52,40,72,27,7,30,4
752,Araquanid,454,68,70,92,50,132,42,7,180,82
753,Fomantis,250,40,55,35,50,35,35,7,30,1.5
754,Lurantis,480,70,105,90,80,90,45,7,90,18.5
755,Morelull,285,40,35,55,65,75,15,7,20,1.5
756,Shiinotic,405,60,45,80,90,100,30,7,100,11.5
757,Salandit,320,48,44,40,71,40,77,7,60,4.8
758,Salazzle,480,68,64,60,111,60,117,7,120,22.2
759,Stufful,340,70,75,50,45,50,50,7,50,6.8
760,Bewear,500,120,125,80,55,60,60,7,210,135
761,Bounsweet,210,42,30,38,30,38,32,7,30,3.2
762,Steenee,290,52,40,48,40,48,62,7,70,8.2
763,Tsareena,510,72,120,98,50,98,72,7,120,21.4
764,Comfey,485,51,52,90,82,110,100,7,10,0.3
765,Oranguru,490,90,60,80,90,110,60,7,150,76
766,Passimian,490,100,120,90,40,60,80,7,200,82.8
767,Wimpod,230,25,35,40,20,30,80,7,50,12
768,Golisopod,530,75,125,140,60,90,40,7,200,108
769,Sandygast,320,55,55,80,70,45,15,7,50,70
770,Palossand,480,85,75,110,100,75,35,7,130,250
771,Pyukumuku,410,55,60,130,30,130,5,7,30,1.2
772,Type: Null,534,95,95,95,95,95,59,7,190,120.5
773,Silvally,570,95,95,95,95,95,95,7,230,100.5
774,Minior,440,60,60,100,60,100,60,7,30,40
775,Komala,480,65,115,65,75,95,65,7,40,19.9
776,Turtonator,485,60,78,135,91,85,36,7,200,212
777,Togedemaru,435,65,98,63,40,73,96,7,30,3.3
778,Mimikyu,476,55,90,80,50,105,96,7,20,0.7
779,Bruxish,475,68,105,70,70,70,92,7,90,19
780,Drampa,485,78,60,85,135,91,36,7,300,185
781,Dhelmise,517,70,131,100,86,90,40,7,390,210
782,Jangmo-o,300,45,55,65,45,45,45,7,60,29.7
783,Hakamo-o,420,55,75,90,65,70,65,7,120,47
784,Kommo-o,600,75,110,125,100,105,85,7,160,78.2
785,Tapu Koko,570,70,115,85,95,75,130,7,180,20.5
786,Tapu Lele,570,70,85,75,130,115,95,7,120,18.6
787,Tapu Bulu,570,70,130,115,85,95,75,7,190,45.5
788,Tapu Fini,570,70,75,115,95,130,85,7,130,21.2
789,Cosmog,200,43,29,31,29,31,37,7,20,0.1
790,Cosmoem,400,43,29,131,29,131,37,7,10,999.9
791,Solgaleo,680,137,137,107,113,89,97,7,340,230
792,Lunala,680,137,113,89,137,107,97,7,400,120
793,Nihilego,570,109,53,47,127,131,103,7,120,55.5
794,Buzzwole,570,107,139,139,53,53,79,7,240,333.6
795,Pheromosa,570,71,137,37,137,37,151,7,180,25
796,Xurkitree,570,83,89,71,173,71,83,7,380,100
797,Celesteela,570,97,101,103,107,101,61,7,920,999.9
798,Kartana,570,59,181,131,59,31,109,7,30,0.1
799,Guzzlord,570,223,101,53,97,53,43,7,550,888
800,Necrozma,600,97,107,101,127,89,79,7,240,230
801,Magearna,600,80,95,115,130,115,65,7,100,80.5
802,Marshadow,600,90,125,80,90,90,125,7,70,22.2
803,Poipole,420,67,73,67,73,67,73,7,60,1.8
804,Naganadel,540,73,73,73,127,73,121,7,360,150
805,Stakataka,570,61,131,211,53,101,13,7,550,820
806,Blacephalon,570,53,127,53,151,79,107,7,180,13
807,Zeraora,600,88,112,75,102,80,143,7,150,44.5
808,Meltan,300,46,65,65,55,35,34,7,20,8
809,Melmetal,600,135,143,143,80,65,34,7,250,800
810,Grookey,310,50,65,50,40,40,65,8,30,5
811,Thwackey,420,70,85,70,55,60,80,8,70,14
812,Rillaboom,530,100,125,90,60,70,85,8,210,90
813,Scorbunny,310,50,71,40,40,40,69,8,30,4.5
814,Raboot,420,65,86,60,55,60,94,8,60,9
815,Cinderace,530,80,116,75,65,75,119,8,140,33
816,Sobble,310,50,40,40,70,40,70,8,30,4
817,Drizzile,420,65,60,55,95,55,90,8,70,11.5
818,Inteleon,530,70,85,65,125,65,120,8,190,45.2
819,Skwovet,275,70,55,55,35,35,25,8,30,2.5
820,Greedent,460,120,95,95,55,75,20,8,60,6
821,Rookidee,245,38,47,35,33,35,57,8,20,1.8
822,Corvisquire,365,68,67,55,43,55,77,8,80,16
823,Corviknight,495,98,87,105,53,85,67,8,220,75
824,Blipbug,180,25,20,20,25,45,45,8,40,8
825,Dottler,335,50,35,80,50,90,30,8,40,19.5
826,Orbeetle,505,60,45,110,80,120,90,8,40,40.8
827,Nickit,245,40,28,28,47,52,50,8,60,8.9
828,Thievul,455,70,58,58,87,92,90,8,120,19.9
829,Gossifleur,250,40,40,60,40,60,10,8,40,2.2
830,Eldegoss,460,60,50,90,80,120,60,8,50,2.5
831,Wooloo,270,42,40,55,40,45,48,8,60,6
832,Dubwool,490,72,80,100,60,90,88,8,130,43
833,Chewtle,284,50,64,50,38,38,44,8,30,8.5
834,Drednaw,485,90,115,90,48,68,74,8,100,115.5
835,Yamper,270,59,45,50,40,50,26,8,30,13.5
836,Boltund,490,69,90,60,90,60,121,8,100,34
837,Rolycoly,240,30,40,50,40,50,30,8,30,12
838,Carkol,410,80,60,90,60,70,50,8,110,78
839,Coalossal,510,110,80,120,80,90,30,8,280,310.5
840,Applin,260,40,40,80,40,40,20,8,20,0.5
841,Flapple,485,70,110,80,95,60,70,8,30,1
842,Appletun,485,110,85,80,100,80,30,8,40,13
843,Silicobra,315,52,57,75,35,50,46,8,220,7.6
844,Sandaconda,510,72,107,125,65,70,71,8,380,65.5
845,Cramorant,475,70,85,55,85,95,85,8,80,18
846,Arrokuda,280,41,63,40,40,30,66,8,50,1
847,Barraskewda,490,61,123,60,60,50,136,8,130,30
848,Toxel,242,40,38,35,54,35,40,8,40,11
849,Toxtricity,502,75,98,70,114,70,75,8,160,40
850,Sizzlipede,305,50,65,45,50,50,45,8,70,1
851,Centiskorch,525,100,115,65,90,90,65,8,300,120
852,Clobbopus,310,50,68,60,50,50,32,8,60,4
853,Grapploct,480,80,118,90,70,80,42,8,160,39
854,Sinistea,308,40,45,45,74,54,50,8,10,0.2
855,Polteageist,508,60,65,65,134,114,70,8,20,0.4
856,Hatenna,265,42,30,45,56,53,39,8,40,3.4
857,Hattrem,370,57,40,65,86,73,49,8,60,4.8
858,Hatterene,510,57,90,95,136,103,29,8,210,5.1
859,Impidimp,265,45,45,30,55,40,50,8,40,5.5
860,Morgrem,370,65,60,45,75,55,70,8,80,12.5
861,Grimmsnarl,510,95,120,65,95,75,60,8,150,61
862,Obstagoon,520,93,90,101,60,81,95,8,160,46
863,Perrserker,440,70,110,100,50,60,50,8,80,28
864,Cursola,510,60,95,50,145,130,30,8,100,0.4
865,Sirfetch'd,507,62,135,95,68,82,65,8,80,117
866,Mr. Rime,520,80,85,75,110,100,70,8,150,58.2
867,Runerigus,483,58,95,145,50,105,30,8,160,66.6
868,Milcery,270,45,40,40,50,61,34,8,20,0.3
869,Alcremie,495,65,60,75,110,121,64,8,30,0.5
870,Falinks,470,65,100,100,70,60,75,8,300,62
871,Pincurchin,435,48,101,95,91,85,15,8,30,1
872,Snom,185,30,25,35,45,30,20,8,30,3.8
873,Frosmoth,475,70,65,60,125,90,65,8,130,42
874,Stonjourner,470,100,125,135,20,20,70,8,250,520
875,Eiscue,470,75,80,110,65,90,50,8,140,89
876,Indeedee,475,60,65,55,105,95,95,8,90,28
877,Morpeko,436,58,95,58,70,58,97,8,30,3
878,Cufant,330,72,80,49,40,49,40,8,120,100
879,Copperajah,500,122,130,69,80,69,30,8,300,650
880,Dracozolt,505,90,100,90,80,70,75,8,180,190
881,Arctozolt,505,90,100,90,90,80,55,8,230,150
882,Dracovish,505,90,90,100,70,80,75,8,230,215
883,Arctovish,505,90,90,100,80,90,55,8,200,175
884,Duraludon,535,70,95,115,120,50,85,8,180,40
885,Dreepy,270,28,60,30,40,30,82,8,50,2
886,Drakloak,410,68,80,50,60,50,102,8,140,11
887,Dragapult,600,88,120,75,100,75,142,8,300,50
888,Zacian,660,92,120,115,80,115,138,8,280,110
889,Zamazenta,660,92,120,115,80,115,138,8,290,210
890,Eternatus,690,140,85,95,145,95,130,8,2000,950
891,Kubfu,385,60,90,60,53,50,72,8,60,12
892,Urshifu,550,100,130,100,63,60,97,8,190,105
893,Zarude,600,105,120,105,70,95,105,8,180,70
894,Regieleki,580,80,100,50,100,50,200,8,120,145
895,Regidrago,580,200,100,50,100,50,80,8,210,200
896,Glastrier,580,100,145,130,65,110,30,8,220,800
897,Spectrier,580,100,65,60,145,80,130,8,200,44.5
898,Calyrex,500,100,80,80,80,80,80,8,110,7.7
899,Wyrdeer,525,103,105,72,105,75,65,8,180,95.1
900,Kleavor,500,70,135,95,45,70,85,8,180,89
901,Ursaluna,550,130,140,105,45,80,50,8,240,290
902,Basculegion,530,120,112,65,80,75,78,8,300,110
903,Sneasler,510,80,130,60,40,80,120,8,130,43
904,Overqwil,510,85,115,95,65,65,85,8,250,60.5
905,Enamorus,580,74,115,70,135,80,106,8,160,48
906,Sprigatito,310,40,61,54,45,45,65,9,40,4.1
907,Floragato,410,61,80,63,60,63,83,9,90,12.2
908,Meowscarada,530,76,110,70,81,70,123,9,150,31.2
909,Fuecoco,310,67,45,59,63,40,36,9,40,9.8
910,Crocalor,411,81,55,78,90,58,49,9,100,30.7
911,Skeledirge,530,104,75,100,110,75,66,9,160,326.5
912,Quaxly,310,55,65,45,50,45,50,9,50,6.1
913,Quaxwell,410,70,85,65,65,60,65,9,120,21.5
914,Quaquaval,530,85,120,80,85,75,85,9,180,61.9
915,Lechonk,254,54,45,40,35,45,35,9,50,10.2
916,Oinkologne,489,110,100,75,59,80,65,9,100,120
917,Tarountula,210,35,41,45,29,40,20,9,30,4
918,Spidops,404,60,79,92,52,86,35,9,100,16.5
919,Nymble,210,33,46,40,21,25,45,9,20,1
920,Lokix,450,71,102,78,52,55,92,9,100,17.5
921,Pawmi,240,45,50,20,40,25,60,9,30,2.5
922,Pawmo,350,60,75,40,50,40,85,9,40,6.5
923,Pawmot,490,70,115,70,70,60,105,9,90,41
924,Tandemaus,305,50,50,45,40,45,75,9,30,1.8
925,Maushold,470,74,75,70,65,75,111,9,30,2.8
926,Fidough,312,37,55,70,30,55,65,9,30,10.9
927,Dachsbun,477,57,80,115,50,80,95,9,50,14.9
928,Smoliv,260,41,35,45,58,51,30,9,30,6.5
929,Dolliv,354,52,53,60,78,78,33,9,60,11.9
930,Arboliva,510,78,69,90,125,109,39,9,140,48.2
931,Squawkabilly,417,82,96,51,45,51,92,9,60,2.4
932,Nacli,280,55,55,75,35,35,25,9,40,16
933,Naclstack,355,60,60,100,35,65,35,9,60,105
934,Garganacl,500,100,100,130,45,90,35,9,230,240
935,Charcadet,255,40,50,40,50,40,35,9,60,10.5
936,Armarouge,525,85,60,100,125,80,75,9,150,85
937,Ceruledge,525,75,125,80,60,100,85,9,160,62
938,Tadbulb,272,61,31,41,59,35,45,9,30,0.4
939,Bellibolt,495,109,64,91,103,83,45,9,120,113
940,Wattrel,280,40,40,35,55,40,70,9,40,3.6
941,Kilowattrel,490,70,70,60,105,60,125,9,140,38.6
942,Maschiff,340,60,78,60,40,51,51,9,50,16
943,Mabosstiff,505,80,120,90,60,70,85,9,110,61
944,Shroodle,290,40,65,35,40,35,75,9,20,0.7
945,Grafaiai,485,63,95,65,80,72,110,9,70,27.2
946,Bramblin,275,40,65,30,45,35,60,9,60,0.6
947,Brambleghast,480,55,115,70,80,70,90,9,120,6
948,Toedscool,335,40,40,35,50,100,70,9,90,33
949,Toedscruel,515,80,70,65,80,120,100,9,190,58
950,Klawf,450,70,100,115,35,55,75,9,130,79
951,Capsakid,304,50,62,40,62,40,50,9,30,3
952,Scovillain,486,65,108,65,108,65,75,9,90,15
953,Rellor,270,41,50,60,31,58,30,9,20,1
954,Rabsca,470,75,50,85,115,100,45,9,30,3.5
955,Flittle,255,30,35,30,55,30,75,9,20,1.5
956,Espathra,481,95,60,60,101,60,105,9,190,90
957,Tinkatink,297,50,45,45,35,64,58,9,40,8.9
958,Tinkatuff,380,65,55,55,45,82,78,9,70,59.1
959,Tinkaton,506,85,75,77,70,105,94,9,70,112.8
960,Wiglett,245,10,55,25,35,25,95,9,120,1.8
961,Wugtrio,425,35,100,50,50,70,120,9,120,5.4
962,Bombirdier,485,70,103,85,60,85,82,9,150,42.9
963,Finizen,315,70,45,40,45,40,75,9,130,60.2
